,id,title,price,original_price,discount,star,ratings_reviews,description,brand,model,camera,screen_size_cm,screen_size_inch,display,ram,storage,expandable_storage,color,processor,battery,rating,review
0,0,"Motorola Edge 50 Fusion (Hot Pink, 128 GB)","₹22,999","₹25,999",11% off,4.5,"24,505 Ratings & 1,465 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,128 GB,,Hot Pink,7s Gen 2 Processor,5000 mAh Battery,"24,505 Ratings","1,465 Reviews"
1,1,"Motorola G34 5G (Ice Blue, 128 GB)","₹11,999","₹14,999",20% off,4.2,"1,06,420 Ratings & 7,385 Reviews",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,8 GB RAM,128 GB,,Ice Blue,Snapdragon 695 5G Processor,5000 mAh Battery,"1,06,420 Ratings","7,385 Reviews"
2,2,"vivo T3x 5G (Celestial Green, 128 GB)","₹14,999","₹18,999",21% off,4.5,"37,077 Ratings & 1,139 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,6 GB RAM,128 GB,1 TB,Celestial Green,6 Gen 1 Processor,6000 mAh Battery,"37,077 Ratings","1,139 Reviews"
3,3,"POCO M6 Pro 5G (Power Black, 128 GB)","₹9,999","₹16,999",41% off,4.2,"1,15,856 Ratings & 7,124 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,POCO,POCO M6 Pro 5G ,50MP + 2MP | 8MP Front Camera,17.25,6.79,Full HD+,6 GB RAM,128 GB,1 TB,Power Black,Snapdragon 4 Gen 2 Processor,5000 mAh Battery,"1,15,856 Ratings","7,124 Reviews"
4,4,"Apple iPhone 15 (Black, 128 GB)","₹71,999","₹79,900",9% off,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB RAM,128 GB,,Black,,,"43,305 Ratings","2,336 Reviews"
5,5,"Motorola G34 5G (Charcoal Black, 128 GB)","₹11,999","₹14,999",20% off,4.2,"1,06,420 Ratings & 7,385 Reviews",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,8 GB RAM,128 GB,,Charcoal Black,Snapdragon 695 5G Processor,5000 mAh Battery,"1,06,420 Ratings","7,385 Reviews"
6,6,"POCO C65 (Pastel Blue, 128 GB)","₹6,999","₹10,999",36% off,4.3,"36,708 Ratings & 1,960 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,POCO,POCO C65 ,50MP + AI Lens + 2MP | 8MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Pastel Blue,Helio G85 Processor,5000 mAh Battery,"36,708 Ratings","1,960 Reviews"
7,7,"vivo T3x 5G (Crimson Bliss, 128 GB)","₹13,499","₹17,499",22% off,4.5,"11,216 Ratings & 357 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,4 GB RAM,128 GB,1 TB,Crimson Bliss,6 Gen 1 Processor,6000 mAh Battery,"11,216 Ratings",357 Reviews
8,8,"vivo T3x 5G (Celestial Green, 128 GB)","₹13,499","₹17,499",22% off,4.5,"11,216 Ratings & 357 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,4 GB RAM,128 GB,1 TB,Celestial Green,6 Gen 1 Processor,6000 mAh Battery,"11,216 Ratings",357 Reviews
9,9,"vivo T3x 5G (Celestial Green, 128 GB)","₹16,499","₹20,499",19% off,4.4,"8,328 Ratings & 375 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,8 GB RAM,128 GB,1 TB,Celestial Green,6 Gen 1 Processor,6000 mAh Battery,"8,328 Ratings",375 Reviews
10,10,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,390","₹1,599",13% off,4.1,"1,06,392 Ratings & 6,601 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",0MP | 0MP Front Camera,4.5,1.77,,32 MB RAM,,,Black,SC6531E Processor,1000 mAh Battery,"1,06,392 Ratings","6,601 Reviews"
11,11,"vivo T3x 5G (Crimson Bliss, 128 GB)","₹14,999","₹18,999",21% off,4.5,"37,077 Ratings & 1,139 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,6 GB RAM,128 GB,1 TB,Crimson Bliss,6 Gen 1 Processor,6000 mAh Battery,"37,077 Ratings","1,139 Reviews"
12,12,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,358","₹1,599",15% off,4.1,"1,06,392 Ratings & 6,601 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E Processor1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,Nokia,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",0MP | 0MP Front Camera,4.5,1.77,,32 MB RAM,,,Black,SC6531E Processor,1000 mAh Battery,"1,06,392 Ratings","6,601 Reviews"
13,13,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,283","₹1,599",19% off,4.1,"1,06,392 Ratings & 6,601 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh BatterySC6531E ProcessorNO Warranty,Nokia,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",0MP | 0MP Front Camera,4.5,1.77,,32 MB RAM,,,Black,SC6531E Processor,1000 mAh Battery,"1,06,392 Ratings","6,601 Reviews"
14,14,"vivo T3x 5G (Crimson Bliss, 128 GB)","₹16,499","₹20,499",19% off,4.4,"8,328 Ratings & 375 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh Battery6 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,vivo,vivo T3x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,8 GB RAM,128 GB,1 TB,Crimson Bliss,6 Gen 1 Processor,6000 mAh Battery,"8,328 Ratings",375 Reviews
15,15,"Motorola g64 5G (Pearl Blue, 128 GB)","₹14,999","₹17,999",16% off,4.2,"18,729 Ratings & 988 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,8 GB RAM,128 GB,1 TB,Pearl Blue,Dimensity 7025 Processor,6000 mAh Battery,"18,729 Ratings",988 Reviews
16,16,"POCO C65 (Matte Black, 128 GB)","₹6,999","₹10,999",36% off,4.3,"36,708 Ratings & 1,960 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,POCO,POCO C65 ,50MP + AI Lens + 2MP | 8MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Matte Black,Helio G85 Processor,5000 mAh Battery,"36,708 Ratings","1,960 Reviews"
17,17,"Motorola g64 5G (Ice Lilac, 128 GB)","₹14,999","₹17,999",16% off,4.2,"18,729 Ratings & 988 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,8 GB RAM,128 GB,1 TB,Ice Lilac,Dimensity 7025 Processor,6000 mAh Battery,"18,729 Ratings",988 Reviews
18,18,"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)","₹24,999","₹27,999",10% off,4.5,"19,990 Ratings & 1,343 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB RAM,256 GB,,Marshmallow Blue,7s Gen 2 Processor,5000 mAh Battery,"19,990 Ratings","1,343 Reviews"
19,19,"Motorola g04s (Satin Blue, 64 GB)","₹6,999","₹9,999",30% off,4.2,"7,600 Ratings & 422 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g04s ,50MP Rear Camera | 5MP Front Camera,16.76,6.6,HD+,4 GB RAM,64 GB,1 TB,Satin Blue,T606 Processor,5000 mAh Battery,"7,600 Ratings",422 Reviews
20,20,"Apple iPhone 15 (Blue, 128 GB)","₹71,999","₹79,900",9% off,4.6,"43,305 Ratings & 2,336 Reviews","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",Apple,Apple iPhone 15 ,48MP + 12MP | 12MP Front Camera,15.49,6.1,Super Retina XDR,6 GB RAM,128 GB,,Blue,,,"43,305 Ratings","2,336 Reviews"
21,21,"SAMSUNG Galaxy S23 FE (Mint, 128 GB)","₹44,999","₹79,999",43% off,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 FE ,50MP + 12MP | 10MP Front Camera,16.26,6.4,Full HD+,8 GB RAM,128 GB,,Mint,Samsung Exynos 2200 Processor,4500 mAh Battery,"9,896 Ratings",649 Reviews
22,22,"Motorola Edge 50 Pro 5G with 68W Charger (Luxe Lavender, 256 GB)","₹31,999","₹36,999",13% off,4.4,"20,867 Ratings & 1,831 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Pro 5G with 68W Charger ,50MP + 13MP + 10MP | 50MP Front Camera,17.02,6.7,,8 GB RAM,256 GB,,Luxe Lavender,7 Gen 3 Mobile Platform Processor,4500 mAh Battery,"20,867 Ratings","1,831 Reviews"
23,23,"REDMI 13C (Stardust Black, 128 GB)","₹7,699","₹11,999",35% off,4.2,"31,262 Ratings & 1,309 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C ,50MP Rear Camera | 8MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Stardust Black,Helio G85 Processor,5000 mAh Battery,"31,262 Ratings","1,309 Reviews"
24,24,"realme 12x 5G (Twilight Purple, 128 GB)","₹14,999","₹18,999",21% off,4.4,"4,793 Ratings & 209 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme 12x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,8 GB RAM,128 GB,2 TB,Twilight Purple,Dimensity 6100+ Processor,5000 mAh Battery,"4,793 Ratings",209 Reviews
25,25,"realme 12x 5G (Woodland Green, 128 GB)","₹14,999","₹18,999",21% off,4.4,"4,793 Ratings & 209 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme 12x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,8 GB RAM,128 GB,2 TB,Woodland Green,Dimensity 6100+ Processor,5000 mAh Battery,"4,793 Ratings",209 Reviews
26,26,"Motorola g64 5G (Ice Lilac, 256 GB)","₹16,999","₹19,999",15% off,4.2,"11,533 Ratings & 693 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,12 GB RAM,256 GB,1 TB,Ice Lilac,Dimensity 7025 Processor,6000 mAh Battery,"11,533 Ratings",693 Reviews
27,27,"POCO C65 (Pastel Green, 128 GB)","₹6,999","₹10,999",36% off,4.3,"36,708 Ratings & 1,960 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,POCO,POCO C65 ,50MP + AI Lens + 2MP | 8MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Pastel Green,Helio G85 Processor,5000 mAh Battery,"36,708 Ratings","1,960 Reviews"
28,28,"realme 12x 5G (Woodland Green, 128 GB)","₹13,499","₹17,999",25% off,4.4,"36,342 Ratings & 1,669 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme 12x 5G ,50MP + 2MP | 8MP Front Camera,17.07,6.72,Full HD+,6 GB RAM,128 GB,2 TB,Woodland Green,Dimensity 6100+ Processor,5000 mAh Battery,"36,342 Ratings","1,669 Reviews"
29,29,"POCO C65 (Pastel Blue, 128 GB)","₹7,499","₹11,999",37% off,4.2,"11,352 Ratings & 590 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,POCO,POCO C65 ,50MP + AI Lens + 2MP | 8MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Pastel Blue,Helio G85 Processor,5000 mAh Battery,"11,352 Ratings",590 Reviews
30,30,"Motorola Edge 50 Fusion (Marshmallow Blue, 256 GB)","₹24,999","₹27,999",10% off,4.5,"19,990 Ratings & 1,343 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB RAM,256 GB,,Marshmallow Blue,7s Gen 2 Processor,5000 mAh Battery,"19,990 Ratings","1,343 Reviews"
31,31,"Motorola g64 5G (Mint Green, 128 GB)","₹14,999","₹17,999",16% off,4.2,"18,729 Ratings & 988 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7025 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola g64 5G ,50MP (OIS) + 8MP | 16MP Front Camera,16.51,6.5,Full HD+,8 GB RAM,128 GB,1 TB,Mint Green,Dimensity 7025 Processor,6000 mAh Battery,"18,729 Ratings",988 Reviews
32,32,"Motorola G34 5G (Charcoal Black, 128 GB)","₹11,999","₹14,999",20% off,4.2,"1,06,420 Ratings & 7,385 Reviews",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatterySnapdragon 695 5G Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G34 5G ,50MP + 2MP | 16MP Front Camera,16.51,6.5,HD+,8 GB RAM,128 GB,,Charcoal Black,Snapdragon 695 5G Processor,5000 mAh Battery,"1,06,420 Ratings","7,385 Reviews"
33,33,"Motorola Edge 50 Fusion (Hot Pink, 256 GB)","₹24,999","₹27,999",10% off,4.5,"19,990 Ratings & 1,343 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,12 GB RAM,256 GB,,Hot Pink,7s Gen 2 Processor,5000 mAh Battery,"19,990 Ratings","1,343 Reviews"
34,34,"REDMI 13C (Starshine Green, 128 GB)","₹7,699","₹11,999",35% off,4.2,"31,262 Ratings & 1,309 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C ,50MP Rear Camera | 8MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Starshine Green,Helio G85 Processor,5000 mAh Battery,"31,262 Ratings","1,309 Reviews"
35,35,"SAMSUNG Galaxy S23 FE (Graphite, 128 GB)","₹44,999","₹79,999",43% off,4.3,"9,896 Ratings & 649 Reviews",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,SAMSUNG,SAMSUNG Galaxy S23 FE ,50MP + 12MP | 10MP Front Camera,16.26,6.4,Full HD+,8 GB RAM,128 GB,,Graphite,Samsung Exynos 2200 Processor,4500 mAh Battery,"9,896 Ratings",649 Reviews
36,36,"realme P1 5G (Peacock Green, 128 GB)","₹16,999","₹21,999",22% off,4.3,"10,355 Ratings & 574 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,2 TB,Peacock Green,Dimensity 7050 Processor,5000 mAh Battery,"10,355 Ratings",574 Reviews
37,37,"Motorola Edge 50 Fusion (Forest Blue, 128 GB)","₹22,999","₹25,999",11% off,4.5,"24,505 Ratings & 1,465 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Fusion ,50MP + 13MP | 32MP Front Camera,17.02,6.7,Full HD+,8 GB RAM,128 GB,,Forest Blue,7s Gen 2 Processor,5000 mAh Battery,"24,505 Ratings","1,465 Reviews"
38,38,"POCO C65 (Matte Black, 128 GB)","₹7,499","₹11,999",37% off,4.2,"11,352 Ratings & 590 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,POCO,POCO C65 ,50MP + AI Lens + 2MP | 8MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Matte Black,Helio G85 Processor,5000 mAh Battery,"11,352 Ratings",590 Reviews
39,39,"Motorola Edge 50 Pro 5G with 68W Charger (Black Beauty, 256 GB)","₹31,999","₹36,999",13% off,4.4,"20,867 Ratings & 1,831 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola Edge 50 Pro 5G with 68W Charger ,50MP + 13MP + 10MP | 50MP Front Camera,17.02,6.7,,8 GB RAM,256 GB,,Black Beauty,7 Gen 3 Mobile Platform Processor,4500 mAh Battery,"20,867 Ratings","1,831 Reviews"
40,40,"realme P1 5G (Peacock Green, 128 GB)","₹15,999","₹20,999",23% off,4.3,"20,996 Ratings & 1,324 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,6 GB RAM,128 GB,2 TB,Peacock Green,Dimensity 7050 Processor,5000 mAh Battery,"20,996 Ratings","1,324 Reviews"
41,41,"REDMI 13C (Starfrost White, 128 GB)","₹7,699","₹11,999",35% off,4.2,"31,262 Ratings & 1,309 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C ,50MP Rear Camera | 8MP Front Camera,17.12,6.74,HD+,4 GB RAM,128 GB,1 TB,Starfrost White,Helio G85 Processor,5000 mAh Battery,"31,262 Ratings","1,309 Reviews"
42,42,"REDMI 13C (Starfrost White, 128 GB)","₹8,499","₹13,999",39% off,4.2,"10,033 Ratings & 413 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,REDMI,REDMI 13C ,50MP Rear Camera | 8MP Front Camera,17.12,6.74,HD+,6 GB RAM,128 GB,1 TB,Starfrost White,Helio G85 Processor,5000 mAh Battery,"10,033 Ratings",413 Reviews
43,43,"Motorola G85 5G (Urban Grey, 128 GB)","₹17,999","₹20,999",14% off,4.5,"6,166 Ratings & 335 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories,Motorola,Motorola G85 5G ,50MP + 8MP | 32MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,,Urban Grey,6s Gen 3 Processor,5000 mAh Battery,"6,166 Ratings",335 Reviews
44,44,"realme P1 5G (Phoenix Red, 128 GB)","₹16,999","₹21,999",22% off,4.3,"10,355 Ratings & 574 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,128 GB,2 TB,Phoenix Red,Dimensity 7050 Processor,5000 mAh Battery,"10,355 Ratings",574 Reviews
45,45,"realme P1 5G (Phoenix Red, 256 GB)","₹18,999","₹22,999",17% off,4.3,"10,355 Ratings & 574 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7050 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,realme,realme P1 5G ,50MP + 2MP | 16MP Front Camera,16.94,6.67,Full HD+,8 GB RAM,256 GB,2 TB,Phoenix Red,Dimensity 7050 Processor,5000 mAh Battery,"10,355 Ratings",574 Reviews
